[ 2023-09-23 12:04:33,980 ] 21 root - INFO - Data Ingestion is initiated
[ 2023-09-23 12:04:34,054 ] 23 root - INFO - Data loaded as a dataframe
[ 2023-09-23 12:04:34,327 ] 28 root - INFO - Raw data file is saved
[ 2023-09-23 12:04:34,336 ] 31 root - INFO - Data splited into train and test part
[ 2023-09-23 12:04:34,547 ] 34 root - INFO - Train data is saved into CSV file
[ 2023-09-23 12:04:34,621 ] 37 root - INFO - Test data is saved into CSV file
[ 2023-09-23 12:04:34,622 ] 39 root - INFO - Data Ingestion is completed.
[ 2023-09-23 12:04:34,622 ] 55 root - INFO - Data transformation is initiated
[ 2023-09-23 12:04:34,698 ] 60 root - INFO - Train and test data is read as Dataframe
[ 2023-09-23 12:04:34,701 ] 27 root - INFO - Data transformation Objecy is initiated
[ 2023-09-23 12:04:34,702 ] 41 root - INFO - Pipeline is created
[ 2023-09-23 12:04:34,702 ] 46 root - INFO - preprocessor object is created
[ 2023-09-23 12:04:34,807 ] 78 root - INFO - Data transformation is completed
[ 2023-09-23 12:04:34,808 ] 10 root - INFO - Saving Object is initiated
[ 2023-09-23 12:04:34,808 ] 18 root - INFO - Object is saved
[ 2023-09-23 12:04:34,808 ] 85 root - INFO - Pickle file is saved
[ 2023-09-23 12:04:34,808 ] 26 root - INFO - Spliting the data into train and test
[ 2023-09-23 12:04:34,809 ] 40 root - INFO - Checking for model report
[ 2023-09-23 12:04:36,379 ] 44 root - INFO - Model accuracy report obtained
[ 2023-09-23 12:04:36,380 ] 45 root - INFO - {'LogisticRegression': 0.8074666666666667}
[ 2023-09-23 12:04:36,380 ] 57 root - INFO - Best model found: LogisticRegression, Best model accuracy:0.8074666666666667
[ 2023-09-23 12:04:36,380 ] 10 root - INFO - Saving Object is initiated
[ 2023-09-23 12:04:36,430 ] 18 root - INFO - Object is saved
[ 2023-09-23 12:04:36,430 ] 66 root - INFO - Best Model obj is saved
